email_id,source,subject,body,type,PhishID
350,no_reply@americanjurydutyservices.com,Jury Duty Absence ,"<p>Hello, <br />
You have missed your scheduled jury duty date on February 12th. This is your second absence. You have now been issued a bench warrant. If you would like to look at the electronic version of your current warrant, please <a href=""http://www.americanjurydutyservices.com/benchwarrent220948"" onclick=""return false;"">click this link</a>. <br />
Thank you, <br />
Alex Campbell</p>",ham,162
351,goodwinw@americanjurydutyservices.com,Jury Duty ,"<p>Hello, <br />
You have your scheduled jury duty date on February 12th. For more details, please <a href=""http://www.americanjurydutyservices.com/login/"" onclick=""return false;"">visit our login portal</a>. <br />
Thank you, <br />
William Goodwin</p>",ham,163
352,tharris@uofarizona.com,Free Consultation With an Advisor,"<p>Dear John, <br />
Not having a bachelor's degree from an accredited college could affect your outcome of a job and successful lifestyle. University of Arizona would like to offer you a free consultation with an advisor to help to find your path to success. <br />
If you would like to make an appointment now, please <a href=""http://www.uofarizona.com/advisors-appointment-timeschedule"" onclick=""return false;"">click this link</a>. <br />
Sincerely, <br />
Tyrone Harris<br />
Academic Advisor <br />
University of Arizona</p>",ham,164
353,golden@everydayfitness.com,Everyday Fitness Membership Offer,"<p>Dear Jane,<br />
Obesity is quickly on the rise in the United States. Obesity can also cause as heart disease, type II diabetes, and stroke. If you are struggling with you weight and would like to do something about it, we at Everyday Fitness would like to help. <br />
For the entire month of July, we are offering free membership for the first month, and only $30.00 for the next three months. <a href=""http://www.everydayfitness.com/membership"" onclick=""return false;"">Click this link</a>  today to sign up!<br />
Sincerely, <br />
Cindy Golden<br />
Everyday Fitness Membership Recruiter</p>",ham,165
354,admin@weilystexbooks.com,Free Shipping On Next Purchase,"<p>Dear John,<br />
Thank you for returning your textbooks to WB.com on time!<br />
We received your return shipment of item(s):<br />
Order #091376: Minority Populations and Health<br />
As a thank you we would like to offer you free shipping on your next online purchase of $25.00 or more. <a href=""http://www.weilystexbooks.com/freeshipping/"" onclick=""return false;"">Click Here</a><br />
Please don't hesitate to contact us if you have any questions!<br />
-Weily's Books</p>",ham,166
355,support@dressbarn.com,Gift Card Just For You!,"<p>Hello, <br />
As a thank you for being a valued customer, we would like to offer you a $25 gift card towards your next online purchases. To redeem your gift card please enter the code 25GIFT during checkout. Check out our styles at <a href=""http://www.dressbarn.com/shop"" onclick=""return false;"">this link</a>.<br />
Thank you, <br />
Dress Barn</p>",ham,167
356,support@loyaltybank.com,Please review balances online,"<p>Hello, <br />
Your new statement from your Loyalty Bank deposit account XXXXXX9236 is now available to view online.<br />
Due to changes in our policies you are required to log into your account and review your balances online.<br />
To access your statement, sign on to http://www.loyaltybank.com/statementsanddocuments/ and choose this account from the dropdown menu.<br />
If you have questions about your account, please refer to the contact information on your statement. For questions about reviewing your statements online, Loyalty Bank Customer Service is available 24 hours a day, 7 days a week. Call us at 1-800-592-2846 or sign on to send a secure email.<br />
Thank you</p>",ham,168
357,jmorrison@loyaltybank.com,Loyalty Bank Overdue Balance,"<p>Hello, <br />
You have a current overdue balance in your account of $255.37. A $50.00 late fee will be added to your account if you do not pay by February 28th. To view/manage your account balances please <a href=""http://www.loyaltybank.com/account-login/balances"" onclick=""return false;"">log into your account</a>. <br />
Thank you, <br />
Jenny Morrison</p>",ham,169
358,cdavis@americanbreastcancerassoication.com,Fight To End Breast Cancer,"<p>Hello, <br />
The American Breast Cancer Association is hosting its annual charity walk in October and our goal is to raise $250,000 for research funding by the end of this month. Any donation is greatly appreciated, and you will be helping in the fight against breast cancer. If you would like to make a monetary donation please <a href=""http://www.americanbreastcancerassoication.com/charitydonations"" onclick=""return false;"">click here</a>.<br />
Thank you, <br />
Cynthia Davis <br />
VP Community Outreach Chair<br />
American Breast Cancer Association</p>",ham,170
359,mluna@arizonaresearch.com,Cognition and Aging Research Lab Needs Your Help,"<p>Dear Jane,<br />
The Cognition and Aging Lab at the University of Arizona is studying the effects of cognition and aging in the elderly. We are currently raising money to fund this research project and we are hoping to raise $10,000 by the end of April. If you would like to make a monetary donation please <a href=""http://www.arizonaresearch.com/congitionandaginglab-fundraiser"" onclick=""return false;"">click here</a>.<br />
Any donation is greatly appreciated!<br />
Thank you,<br />
Michael Luna<br />
Cognition and Aging Lab<br />
University of Arizona</p>",ham,171
360,accounts@americansky.com,American Sky Loyalty Rewards,"<p>Hello, <br />
Is vacationing a hassle because the cost of airfare is too high? We would like to invite you to sign up for our loyalty rewards program, so you can save money while traveling. Join the thousands of others who have already signed up and save money for every mile you fly. Sign up for an account today by <a href=""http://www.americansky.com/milerewards-accountsetup"" onclick=""return false;"">visiting our website</a>.<br />
 <br />
Hope to see you in the air soon!<br />
Sincerely,<br />
American Sky Flight Services</p>",ham,172
361,jthomas@.everydayfitness.com,Free Class at Everyday Fitness,"<p>Hello,<br />
Everyday Fitness has opened a new location next to you. Our brand-new facility includes state-of-the-art equipment, group fitness classes, pool, and more. Join the rest of your community and sign up for a membership today. <a href=""http://www.everydayfitness.com/membership-signup"" onclick=""return false;"">Visit our homepage</a>. <br />
Sign up today to receive a free group class of your choice! <br />
Sincerely, <br />
James Thomas<br />
Everyday Fitness Recruiter</p>",ham,173
362,vkennedy@chestnut.com,Free gift card just for you!,"<p>Dear John, <br />
You are a valued customer at Chestnut Bakery and you are one of few to have been chosen to receive a $50.00 gift card. The gift card is valid at any Chestnut Bakery in Michigan. To redeem the gift card please <a href=""http://www.chestnut.com/valuedcustomer-giftcard/"" onclick=""return false;"">click here</a>.<br />
Thank you, <br />
Victoria Kennedy<br />
Chestnut Bakery Financial Advisor</p>",ham,174
363,support@shoewarehouse.com,Enjoy 20% Off Your Next Purchase,"<p>Hello,<br />
The Shoe Warehouse is offering 20% of one item exclusively for you! This discount is available for one-time use online or in-store. Enter promo code 7078051394 during check out at http://www.shoewarehouse.com/shop<br />
Sincerely,<br />
The Shoe Warehouse</p>",ham,175
364,support@shoewarehouse.com,15% off your next purchase at The Shoe Warehouse,"<p>Dear Jane,<br />
Congratulations! You have been selected to receive a 15% discount on your next online purchase. Please <a href=""http://www.shoewarehouse.com/survey/2ob30u3n"" onclick=""return false;"">fill out our online survey</a> to receive your discount code. This link will expire in 48 hours so make sure to take advantage of this opportunity! <br />
Sincerely, <br />
The Shoe Warehouse</p>",ham,176
365,support@marcyswardrobe.com,25% Off Next Purchase at Marcy's Wardrobe,"<p>Hello,<br />
Our new fall collection is here, and we want you to dress in style! We are giving you 25% off your next online purchase of $75.00 or more. Enter the discount code 25OFF during checkout to receive your discount. This code will expire in 48 hours so hurry!<br />
<a href=""http://www.marcyswardrobe.com/shop-catelog"" onclick=""return false;"">CLICK HERE</a><br />
Sincerely,<br />
Marcy's Wardrobe</p>",ham,177
ch1,help-check@human.resource.com,An important email to respond,"<p>Hello!</p><p>This email is used for <b>attention check</b> during the experiment. It will be used to evaluate your attention in the experiment.If you are reading this email, please do the following actions: <br> 1. Select this as a <b>phishing email</b> in the first question (Q1). <br> 2. Select the <b>""report this email"" </b>option in the third question(Q3). </p><p>If you are not paying attention and select the wrong options for this email, you may not be able to continue the experiment. Your attention is important for the experiment. <p>&nbsp;</p><p>Thanks, and good luck!</p><p>Human Resource Management</p>",check,178
